beta0,beta1,beta2,beta3,sigma,chain
16.716991,16.607716,-2.689579,-13.756632,82.154274,chain_1
15.241453,14.600991,-6.9588265,-5.532908,143.60963,chain_1
17.113008,37.603302,-53.50467,13.4172,181.97995,chain_1
18.475616,16.90829,-15.752792,0.20442986,108.55969,chain_1
18.352222,15.25912,-16.28097,0.27855954,110.45181,chain_1
18.734062,2.5645275,-0.681607,-1.7330493,82.264275,chain_1
22.821692,1.9755354,-2.8845723,0.7805457,81.41224,chain_1
22.062468,10.040837,-4.4544277,-3.697472,143.08447,chain_1
18.604237,17.399658,-25.626043,11.1358,250.18057,chain_1
19.3864,55.132355,-36.763157,-20.386395,148.65369,chain_1
23.138971,16.77573,-7.610301,-14.039112,242.95912,chain_1
20.549454,-0.92319655,18.117775,-19.295433,187.01062,chain_1
18.251724,-33.39699,37.010075,-2.8519824,306.5908,chain_1
21.497475,-29.083868,32.721043,-0.8486963,358.4006,chain_1
17.069483,20.625225,5.562586,-29.040867,75.58586,chain_1
19.09204,9.285481,4.972672,-14.544211,73.89581,chain_1
15.368566,2.7603972,4.566326,-7.6556444,150.09195,chain_1
16.606558,0.09798652,13.727935,-10.425999,119.16732,chain_2
16.587729,6.6622844,11.687968,-11.553185,134.67757,chain_2
16.519981,7.24026,11.978772,-10.667573,134.24939,chain_2
16.988922,3.7635007,7.341863,-15.085688,130.3411,chain_2
16.888788,6.82614,9.627642,-16.059998,147.6792,chain_2
13.840971,9.153844,3.5887587,-12.955133,138.81091,chain_2
19.740393,6.3118296,4.4046006,-9.198857,65.61999,chain_2
14.746874,6.122876,9.28649,-12.362794,89.775154,chain_2
19.156572,14.546051,4.728068,-18.93245,133.60599,chain_2
18.78107,9.035874,6.785147,-16.275002,131.4568,chain_2
18.739542,-7.105968,5.6846676,-1.4343835,145.6211,chain_2
18.390781,-5.9577494,30.158102,-27.460663,88.74443,chain_2
18.329607,50.462994,-23.394352,-30.234024,293.72974,chain_2
18.936064,8.536109,13.448665,-21.828348,99.103874,chain_2
16.198208,5.4969044,-13.338104,10.595719,160.59828,chain_2
16.161003,10.53382,-33.692368,26.000494,199.93431,chain_2
17.467878,21.984692,-7.07592,-12.605562,109.9113,chain_2
15.326068,9.6492,13.988824,-25.929852,93.25827,chain_2
18.98494,2.9533207,-22.530306,18.10946,166.4143,chain_2
17.7801,1.5243416,4.030263,-3.55748,130.90192,chain_2
19.621368,16.208012,-1.8087853,-13.713358,86.26744,chain_2
15.313188,6.758992,5.837276,-11.6801815,89.57362,chain_2
18.459547,-19.360292,25.41108,-7.313129,218.2657,chain_2
18.34835,3.6991353,2.8675852,-0.49467337,185.3838,chain_2
13.847221,15.690532,-7.0626154,-3.9898365,152.34596,chain_2
13.525269,12.542185,10.913316,-26.534376,79.59424,chain_2
15.746694,-1.3928663,29.422491,-31.615564,106.35579,chain_2
15.816526,0.041558027,30.679451,-30.118935,105.58294,chain_2
15.499183,13.71762,8.756071,-19.714672,156.30583,chain_2
19.33001,-15.425811,25.136366,-10.955131,184.23134,chain_2
22.019285,-21.554602,47.321163,-27.521261,214.39882,chain_2
12.358024,5.9297266,42.952515,-49.31902,216.76044,chain_2
19.863708,12.68915,-33.36548,21.382013,81.0812,chain_2
16.94163,13.906506,-22.601927,8.512036,171.88641,chain_2
17.278168,24.744717,-9.417129,-15.261339,100.76308,chain_2
16.331676,-16.35174,26.357134,-9.845119,117.33043,chain_2
19.154295,15.062204,1.9503632,-17.857758,108.88059,chain_2
19.059614,0.14587283,7.757433,-4.8029833,80.50981,chain_2
17.75887,7.6015897,-17.378784,7.6236367,120.88681,chain_2
17.679197,-7.6857185,22.377987,-17.142012,125.730865,chain_2
17.692486,16.60353,5.8112936,-24.798016,80.82569,chain_2
18.979565,22.88294,8.650137,-31.544006,101.28613,chain_2
15.566625,6.2260895,7.4026594,-12.117185,161.46735,chain_2
11.708909,12.508685,-6.6070375,-7.409948,197.758,chain_2
12.181288,26.821274,-5.7213764,-21.454422,134.5048,chain_2
22.451965,7.045523,-17.388067,10.5380125,91.631454,chain_2
14.940496,8.142535,-13.117074,7.354129,128.16924,chain_2
17.37325,-3.0797715,6.3455563,1.4951731,156.60603,chain_2
14.989144,-12.041981,18.364439,-11.378729,138.63066,chain_2
16.39705,11.472082,6.5316424,-16.978611,171.6065,chain_2
13.815694,0.31836462,27.007801,-21.470606,162.68146,chain_2
20.553644,24.39105,4.339735,-35.72838,212.09225,chain_2
22.51863,2.161365,6.16564,-6.4800234,120.5046,chain_2
21.572443,2.4692633,3.930414,-7.330218,118.9424,chain_2
13.110062,16.413256,-1.9132034,-14.114187,175.16495,chain_2
22.440304,22.160204,-19.790878,-3.5227745,87.95881,chain_2
21.375578,22.18672,-19.99094,-1.5465117,114.5975,chain_2
14.2623205,4.3584747,-13.442377,11.438791,144.18408,chain_2
19.323761,11.1559725,8.1403,-23.479092,91.4718,chain_2
16.613136,5.642239,-11.6176815,9.543173,109.67283,chain_2
17.822472,3.0943685,-0.3984525,-2.5176854,109.81223,chain_2
16.992235,4.991634,-5.755653,2.089704,98.53743,chain_2
17.168423,-0.4046644,-6.1120505,5.627331,90.97956,chain_2
17.26037,24.433039,-3.651205,-16.623049,147.73561,chain_2
18.411856,3.8252268,-14.337106,12.99778,108.77748,chain_2
18.82717,16.175135,-2.8033707,-14.485329,118.20692,chain_2
20.501234,7.626492,-10.687621,2.823407,88.59281,chain_2
19.533646,22.533619,11.042246,-33.084858,143.4185,chain_2
20.382717,1.7191976,17.468372,-18.583553,81.27695,chain_2
18.383406,7.493449,9.4834585,-18.167894,76.88798,chain_2
21.762327,26.770391,-26.667133,-0.90818983,157.27544,chain_2
20.434324,22.12912,-25.993574,5.2796054,132.82574,chain_2
19.138887,29.159336,-34.53144,3.3460014,107.25345,chain_2
20.186506,35.86442,-12.260292,-26.741417,93.3952,chain_2
9.749825,-9.405493,22.970432,-9.865031,190.34921,chain_2
12.408686,-7.5172753,23.234303,-14.463821,130.08994,chain_2
21.496012,15.441077,-5.2589025,-13.6812525,136.9266,chain_2
18.293993,-3.5045896,-6.277491,12.073938,138.01988,chain_2
16.678621,0.5185995,8.154274,-10.235847,143.28151,chain_2
17.86421,3.2884233,-11.556988,7.152319,82.67442,chain_2
19.249725,17.028122,-19.54874,4.538297,174.87444,chain_2
14.092304,20.798006,2.3157623,-24.668255,94.81034,chain_2
14.497107,20.810957,-2.7198515,-19.03035,88.71283,chain_2
17.547487,8.518191,-20.213152,10.463956,131.87079,chain_2
17.326286,-12.241752,23.444115,-12.847517,99.46723,chain_2
15.436856,26.455536,-23.44895,-6.943325,158.13376,chain_2
14.921166,35.94911,-23.585617,-5.465973,154.58939,chain_2
17.111279,1.2940531,17.45712,-17.133608,158.66164,chain_2
14.148863,-5.3217177,34.31254,-25.575115,192.90042,chain_2
19.222012,3.0290608,-15.68112,11.048894,92.731026,chain_2
16.555157,-8.471844,13.081297,-4.2887545,100.19914,chain_2
20.25587,21.302225,-16.182043,-3.4069304,127.011894,chain_2
21.452314,15.598211,38.505596,-51.988907,193.61572,chain_2
14.774891,-19.38931,1.9618108,16.505905,134.05122,chain_2
13.86191,-17.912045,2.0190942,14.575764,145.65936,chain_2
22.897776,38.010807,-19.038868,-19.180098,104.26433,chain_2
21.236311,16.31735,1.589155,-18.747366,129.81914,chain_2
21.045156,20.801634,0.45517904,-22.093527,120.76398,chain_2
16.236404,-1.1481357,0.7320396,0.536705,200.69827,chain_2
20.843376,6.718871,-24.695377,17.847654,165.88634,chain_2
11.472876,25.573381,-30.028769,4.1923046,81.64269,chain_2
15.960636,9.558772,15.12908,-25.21624,90.75564,chain_2
16.098366,9.911768,15.671273,-28.29864,91.77155,chain_2
16.294657,12.965096,-19.68506,7.737645,139.14537,chain_2
15.496332,-3.7226963,-1.7363238,6.5605674,152.03848,chain_2
15.690151,0.4926138,6.456223,-3.9295573,152.14684,chain_2
20.50005,-2.64917,10.129193,-9.2291975,110.049904,chain_2
17.763374,18.307354,-7.181629,-8.951353,130.14447,chain_2
19.056196,9.08756,9.522556,-21.11118,88.01768,chain_2
14.142617,18.51263,16.406723,-35.541374,115.701904,chain_2
17.481567,1.2054013,10.619625,-13.488511,155.04967,chain_2
14.545702,31.073,-26.246021,-5.8403144,117.68809,chain_2
16.116718,20.174446,-32.632294,10.578404,143.6623,chain_2
22.044958,-1.856208,24.46644,-24.975594,149.74188,chain_2
17.07485,8.348084,-24.349075,19.857693,104.07214,chain_2
18.645512,6.6313066,27.798288,-29.759157,192.58179,chain_2
19.463417,15.844592,-2.1337986,-15.747679,110.43054,chain_2
16.175852,13.143358,-19.398909,3.920014,116.22849,chain_2
18.101479,1.5406014,-1.6960205,-1.4036936,159.94226,chain_2
15.045983,-6.060441,17.213531,-9.759298,206.4168,chain_2
17.098423,14.830942,-12.834604,-2.3388672,112.523994,chain_2
16.108835,15.6945,15.387587,-31.823128,128.68309,chain_2
18.090494,-3.9592626,-3.4382734,6.552979,84.57125,chain_2
18.075184,32.813705,-5.1384325,-24.475183,197.79628,chain_2
18.101896,1.8048272,2.733299,-1.7188897,76.34193,chain_2
16.727818,7.8866997,-8.752169,-2.786259,155.05055,chain_2
16.689941,9.550404,-5.032604,-0.6487782,154.34248,chain_2
16.932158,16.772701,-5.3333273,-7.9291854,84.14242,chain_2
16.54546,6.392251,-2.8665354,-3.0470068,57.585884,chain_2
21.500048,-2.0123935,22.403364,-19.496368,170.20287,chain_2
16.256971,3.8190737,-6.008735,4.1962943,87.17187,chain_2
19.505161,-4.3968997,-12.422321,19.477833,168.17462,chain_2
21.176926,-17.442938,17.87689,3.977835,165.70096,chain_2
17.563725,3.622931,-0.025291175,-8.202808,92.15688,chain_2
19.50271,19.241604,-10.421568,-12.81565,104.06411,chain_2
16.63427,-22.257849,6.9368505,18.705828,193.29276,chain_2
20.07941,-5.19775,-11.84014,16.38617,146.2501,chain_2
23.712746,26.152298,-41.044895,14.983176,103.59574,chain_2
22.665455,25.935097,-38.880665,11.37607,113.15055,chain_2
16.859222,34.858124,-16.292084,-14.455078,244.12553,chain_2
16.436975,14.057884,-12.166056,-2.458389,111.1691,chain_2
17.319498,19.271801,-7.11493,-14.183236,116.86409,chain_2
16.409813,16.094814,5.0566425,-20.126316,173.5105,chain_2
12.288246,15.491426,-9.527122,-3.6536508,113.62543,chain_2
13.74178,13.513332,-14.816127,0.8251633,130.17302,chain_2
16.915876,32.53663,-28.143618,-6.102194,101.382095,chain_2
15.250349,17.851814,-10.521317,-5.062149,88.15309,chain_2
18.984846,26.575489,-13.001947,-12.824176,92.77114,chain_2
17.321508,11.773422,2.0172834,-13.365748,142.50122,chain_2
19.296333,13.610289,12.167912,-25.329266,92.25629,chain_2
16.949944,7.186297,-15.134336,6.9757824,87.53947,chain_2
16.7963,14.263307,-0.2472843,-15.760809,231.79044,chain_2
16.661745,11.650637,-2.2854977,-11.290376,235.42702,chain_2
19.648237,8.326143,-5.288595,-3.5207372,65.58592,chain_2
18.330624,9.702465,-8.623552,-2.3536131,52.083424,chain_2
19.377966,12.593885,20.674349,-34.304443,242.67036,chain_2
19.695356,8.27266,25.2032,-33.13688,246.18869,chain_2
13.812927,-7.9362154,13.355482,-6.05219,81.69258,chain_2
23.88647,5.8936462,0.6943793,-7.220751,198.57536,chain_2
20.399492,-7.551622,18.205454,-9.185257,163.95316,chain_2
21.068724,-15.668828,21.473219,-3.6504881,151.43968,chain_2
19.410963,-3.8330169,-0.39740384,1.1460279,115.68607,chain_2
13.706973,14.456375,-1.9607995,-6.292737,124.24627,chain_2
22.542408,-0.82042384,28.41487,-22.160038,113.012566,chain_2
16.937723,28.63316,8.513248,-39.716663,166.77774,chain_2
14.309268,14.348805,-12.201762,-1.0217683,87.06461,chain_2
18.40177,5.1935134,7.0626297,-13.517769,103.786995,chain_2
18.761084,17.227324,-13.216135,-2.4246264,135.7314,chain_2
16.559578,8.534856,1.044786,-10.512136,90.04572,chain_2
15.613656,-6.9077034,6.2144065,0.032691836,122.95631,chain_2
13.502313,9.5536175,-21.032495,10.382569,86.436386,chain_2
14.263054,12.004627,-19.351402,5.956631,86.62186,chain_2
15.862019,29.672081,-21.287453,-8.713376,131.66295,chain_2
16.92615,22.85229,-12.501072,-9.89179,93.11092,chain_2
15.937378,-12.022644,17.69334,-6.6435843,191.72911,chain_2
14.584141,-10.838309,-9.637704,17.389088,81.068016,chain_2
14.339017,-5.1582136,-12.903524,17.508478,80.1603,chain_2
21.45613,25.934788,14.216066,-41.067875,141.41985,chain_2
20.031843,2.7324524,-12.746303,11.031706,124.51571,chain_2
19.163342,24.90778,-20.502909,-4.11104,139.28444,chain_2
15.107913,-9.789596,25.855013,-18.196676,108.52155,chain_2
17.888048,-13.116421,23.31207,-12.788712,110.3127,chain_2
22.348434,-13.528675,40.64147,-25.580816,105.572464,chain_2
20.769814,-0.513008,29.3963,-30.563229,97.926445,chain_2
18.09419,-12.380318,30.765863,-18.15627,256.3693,chain_2
18.061348,-11.878965,33.378166,-16.005186,269.511,chain_2
14.608884,-2.5708914,-12.803192,10.074794,95.48403,chain_2
14.882838,-9.780229,-7.8757195,15.06635,85.40461,chain_2
17.960917,61.691154,-67.08122,8.868026,324.8157,chain_2
16.69295,31.702356,-46.623104,21.018389,231.52158,chain_2
16.578833,6.9277515,16.680988,-18.27879,65.93571,chain_2
16.12009,3.6895518,6.7830267,-15.90878,63.333843,chain_2
16.048944,4.159694,10.722235,-11.867028,64.22963,chain_2
20.027617,8.666422,24.768095,-32.649628,146.38992,chain_2
19.744377,-1.3192271,27.224573,-25.070993,140.60771,chain_2
18.451607,7.2292566,5.0447655,-11.77574,113.43487,chain_2
18.281536,7.5596533,7.000417,-12.228887,104.17219,chain_2
18.792067,9.705921,3.8965547,-14.719289,138.24799,chain_2
15.960758,5.7917495,14.3418,-20.28515,90.053665,chain_2
14.118067,-10.498212,7.149073,1.7056475,188.96051,chain_2
20.2881,-14.674208,34.22702,-18.243248,91.63407,chain_2
18.373022,-9.470662,21.023375,-9.3547945,145.28687,chain_2
17.56386,4.366498,15.396631,-16.636206,165.60759,chain_2
16.891346,-4.3888636,21.937084,-20.322811,108.7221,chain_2
15.488523,18.001804,-11.552773,-7.9651875,101.9207,chain_2
16.061407,20.809277,-1.5373224,-20.81033,84.78283,chain_2
16.696262,6.0802174,16.890425,-25.722761,73.14304,chain_2
16.346846,12.243014,1.7517815,-16.576223,83.46453,chain_2
17.773188,-6.2625628,9.321502,-4.682238,182.73036,chain_2
15.402038,29.19484,-35.41743,5.457361,114.80966,chain_2
15.023135,16.872366,-9.231462,-6.790596,133.52943,chain_2
18.010378,20.616951,-5.2951612,-15.576739,87.955414,chain_2
17.863838,21.640003,-2.8609786,-14.247821,87.47917,chain_2
17.867226,17.725193,-3.639416,-14.785963,85.82428,chain_2
15.829082,10.498409,-10.172263,1.2243352,109.4924,chain_2
16.960348,2.3714077,9.453581,-10.590034,116.917595,chain_2
17.91242,23.8549,-9.461759,-11.925043,99.59361,chain_2
14.552683,9.095553,-3.973495,-3.0581493,97.86063,chain_2
16.979462,27.824047,-1.3667449,-24.620533,156.50235,chain_2
17.845142,6.9287276,-1.5930706,-2.7354097,156.29152,chain_2
17.310219,6.8710246,4.205196,-11.548426,165.75603,chain_2
18.851213,-16.32945,37.532322,-24.547054,204.17468,chain_2
14.698938,32.399998,-40.900097,5.824433,80.77483,chain_2
12.79104,36.166927,-40.788246,6.9543047,75.160034,chain_2
22.849665,-16.866047,43.39484,-24.099508,177.25906,chain_2
22.245144,-15.184372,37.92381,-23.557163,190.21503,chain_2
20.238476,9.5733185,3.3920405,-13.42921,128.22255,chain_2
16.920988,7.517867,2.554823,-10.463531,168.33122,chain_2
16.648329,13.706993,7.304351,-12.9178,168.56352,chain_2
15.930132,36.681244,-22.641829,-5.7851176,169.68156,chain_2
22.113697,2.2307267,-0.4648559,4.4841366,142.34631,chain_2
12.094541,25.73532,10.438423,-33.532036,170.82567,chain_2
12.190343,22.760672,5.7550073,-34.014202,168.33572,chain_2
21.612844,7.7248144,-27.854216,18.013443,113.1012,chain_2
17.94011,2.2622676,30.174604,-34.225704,170.25781,chain_2
18.04618,2.6899476,34.495594,-33.10239,170.87212,chain_2
19.862778,10.111051,-19.409666,5.433223,89.820755,chain_2
19.418016,-0.08228803,-1.3088348,-1.1772796,100.14149,chain_2
19.517714,2.5294101,-0.2256316,-4.471361,112.632484,chain_2
16.360325,-19.407784,17.655645,-0.5007343,115.575356,chain_2
18.105394,-1.3333106,14.398636,-12.417793,76.41167,chain_2
16.936083,-3.4351728,18.500944,-15.698096,71.222115,chain_2
15.521189,4.3151865,-1.9816973,-6.1757584,107.84284,chain_2
18.493645,16.379288,5.7694883,-22.688248,152.0287,chain_2
18.949022,18.545052,4.825989,-25.019423,147.52675,chain_2
22.173866,15.179748,10.807262,-25.422985,147.39899,chain_2
18.3259,16.00187,5.4555793,-20.153193,133.74475,chain_2
17.824457,8.194391,23.707886,-31.22055,230.68517,chain_2
19.019495,21.55678,16.454014,-32.160126,161.94603,chain_2
16.19205,9.513903,-32.38877,21.088444,120.75004,chain_2
16.299248,9.951381,-34.29252,23.534855,127.60705,chain_2
16.149261,14.052921,-28.851002,15.979186,145.47466,chain_2
16.377848,18.617765,5.8746853,-23.489956,102.5952,chain_2
16.35107,6.317742,-0.55524695,-4.599478,125.61425,chain_2
18.721363,15.899593,-4.8411126,-9.133331,71.68638,chain_2
18.328423,15.483552,-12.17903,-2.0444052,148.82689,chain_2
19.181765,9.466966,3.4263196,-15.595285,65.1703,chain_2
16.953491,3.9746375,21.193035,-21.802631,146.73943,chain_2
19.572107,4.8858624,-2.3583229,1.0586871,87.38212,chain_2
19.442745,19.180962,5.92636,-27.394535,127.871956,chain_2
19.350718,10.593003,6.7336802,-16.089272,137.32344,chain_2
19.526821,16.017204,7.6755915,-22.009375,244.14288,chain_2
17.276611,10.956419,9.188673,-18.301601,89.591995,chain_2
15.711905,26.508648,-8.646393,-18.80937,141.1135,chain_2
19.80422,7.679374,8.986462,-19.441795,105.716286,chain_2
17.827085,-5.6509833,37.126884,-32.01685,165.02985,chain_2
16.835009,7.5540223,-20.518587,13.065587,86.45011,chain_2
18.071714,18.561178,-9.034838,-9.51106,142.31944,chain_2
19.25752,27.040377,-7.0829186,-20.966312,147.62337,chain_2
18.857542,30.975134,-11.131082,-23.414227,100.56253,chain_2
16.462822,4.2659955,-7.4112883,0.2432904,89.506165,chain_2
16.60796,5.1319556,-9.82635,6.606974,95.26619,chain_2
16.572493,8.050906,-12.206369,8.862359,83.19715,chain_2
18.021164,-3.5706642,1.3684754,2.3242588,62.47021,chain_2
19.39152,19.973377,1.5133843,-20.48036,125.249825,chain_2
19.251303,-10.850631,23.611748,-12.533025,100.778885,chain_2
19.267683,-11.690602,25.72117,-10.708293,96.962944,chain_2
17.486986,39.100197,-35.110775,-0.90380836,139.77533,chain_2
17.376804,18.662918,-15.708891,-5.152586,64.454056,chain_2
16.988565,17.080784,-8.760494,-9.645556,82.08692,chain_2
19.984697,19.087097,-23.621964,1.4595056,254.30325,chain_2
15.661122,9.872519,15.693011,-19.812075,96.84036,chain_2
15.524199,9.78395,-2.4346614,-5.4678197,81.0805,chain_2
15.827615,11.934943,-6.595162,-6.5498185,55.155193,chain_2
16.584747,12.067512,-3.3789182,-7.2510595,77.93681,chain_2
17.007486,6.8364773,-3.1656199,-2.14995,55.19442,chain_2
17.856123,3.8341608,0.2658751,-2.802471,61.203094,chain_2
16.402744,10.49404,-15.037946,3.0900464,282.2049,chain_2
14.678267,-2.2748303,29.578804,-24.112104,144.08401,chain_2
19.106188,-1.1150293,-25.407309,27.92135,300.97623,chain_2
19.612392,14.813054,-26.378353,13.607592,103.50227,chain_2
13.946906,-4.1267295,17.655834,-19.670391,174.50925,chain_2
17.864668,0.81606066,15.6454,-16.866035,74.91458,chain_2
16.702291,14.790265,-23.697887,8.299549,89.6399,chain_2
17.19735,18.361897,2.727114,-20.358774,127.49593,chain_2
19.226948,0.881922,15.168125,-16.014656,100.15185,chain_2
19.372587,0.98683,17.126211,-15.732208,100.01131,chain_2
16.024065,23.644737,-18.672197,-2.1733398,139.26007,chain_2
15.277947,11.530057,-11.339351,0.613919,111.851295,chain_2
16.895403,32.304935,-33.493332,1.4051002,127.10138,chain_2
16.920454,32.84565,-43.78602,12.784341,132.22409,chain_2
17.92575,32.417435,-44.51226,10.598383,215.88243,chain_2
17.987434,27.841654,-39.773773,12.21183,147.604,chain_2
17.978031,16.950865,-24.752993,10.909756,181.97206,chain_2
17.305712,10.596002,16.767818,-26.19128,83.56624,chain_2
16.414658,-5.08657,16.339737,-5.1073895,116.5864,chain_2
16.545984,-9.056317,12.920412,-6.474113,116.69748,chain_2
17.258907,-1.2278407,29.4289,-26.315844,126.62747,chain_2
17.090115,10.147118,-5.820983,-6.109897,208.36873,chain_2
18.263966,5.4821954,-9.877131,5.571802,162.15157,chain_2
17.617247,5.3902063,-6.1556706,-0.2617948,136.9842,chain_2
20.397417,13.345148,-15.241237,2.5513697,106.55254,chain_2
20.602682,-19.193666,54.00849,-36.1612,180.9834,chain_2
13.467128,30.115208,-27.279316,-5.713253,132.76978,chain_2
20.012094,-11.533212,33.86042,-17.80696,128.33894,chain_2
18.921642,7.884433,-2.5161753,0.35147488,220.27315,chain_2
20.960972,13.406184,-5.8515916,-2.005909,293.29266,chain_2
16.076391,10.486516,34.53375,-43.865685,147.7566,chain_2
17.104662,-6.53782,-5.414843,10.814136,105.11641,chain_2
16.306183,-9.439884,-6.913041,16.835264,143.50113,chain_2
14.302262,22.757362,3.1891603,-26.986914,163.6022,chain_2
21.654043,24.315094,-16.910763,-7.545865,98.32664,chain_2
21.654337,7.6373177,-10.264097,4.734793,129.65248,chain_2
20.964003,5.4117994,-6.850699,5.1007833,148.11961,chain_2
14.623926,28.148008,-15.553389,-8.948358,95.77194,chain_2
16.13151,18.2999,-10.85883,-8.787177,83.55592,chain_2
17.440035,-6.143428,10.274564,-3.299974,129.32986,chain_2
17.08756,-14.8032,6.552561,6.8763084,162.69193,chain_2
19.150494,-25.75214,7.468849,15.6871605,170.34413,chain_2
18.233402,-16.04525,-2.0555487,19.75232,181.07826,chain_2
17.147007,10.572979,-16.723862,12.440462,147.55952,chain_2
19.198223,27.636595,-10.40569,-10.844249,146.6955,chain_2
18.536867,32.270214,5.8139076,-34.23817,167.0423,chain_2
18.343056,17.136503,7.1596613,-28.863884,203.6707,chain_2
18.650787,14.068045,5.8802013,-21.989098,89.18239,chain_2
18.408995,15.05933,4.7268925,-20.778486,91.50313,chain_2
17.868143,10.755643,-19.161253,10.378421,133.56038,chain_2
15.719695,20.737316,-28.530218,4.6141424,114.994415,chain_2
14.850401,19.300837,-23.80793,2.418888,107.882805,chain_2
14.21094,14.224286,-13.18837,-2.3215737,107.99383,chain_2
16.152554,45.32871,-25.933636,-18.925598,169.63918,chain_2
14.449802,49.211914,-29.656752,-20.253788,211.49681,chain_2
17.734697,15.415337,-31.026525,11.286829,210.20695,chain_2
18.993565,28.981705,-26.155632,-6.011116,267.4302,chain_2
20.203033,34.06731,-54.95859,20.393995,117.93667,chain_2
19.423689,4.230603,-16.674284,11.512245,91.7642,chain_2
20.585945,-2.6957045,35.593227,-34.261524,190.06506,chain_2
14.737343,22.641582,-30.174707,6.418236,95.09436,chain_2
18.902458,-20.654924,28.933294,-8.465932,200.61311,chain_2
21.493498,21.238241,-25.347668,0.21501893,165.1235,chain_2
17.446878,6.4432373,16.78031,-24.951895,84.87639,chain_2
22.505005,12.848091,-23.248344,8.43091,185.9123,chain_2
15.296051,13.687937,-18.516365,3.097942,94.75904,chain_2
14.903123,13.373674,-21.425835,7.6108775,88.82525,chain_2
19.268257,26.099348,-13.882346,-11.348229,125.95025,chain_2
15.053382,14.6465645,-12.898912,-2.1600738,106.73678,chain_2
17.572083,13.374754,-19.068005,4.410418,54.85399,chain_2
20.895874,15.5717745,-35.247902,17.6457,49.924313,chain_2
20.308477,15.344557,-35.41098,22.301662,61.445213,chain_2
19.72652,17.213419,-26.702759,12.798157,62.51464,chain_2
17.4255,25.950424,-13.766386,-8.523037,347.44205,chain_2
16.793682,37.76191,-25.477013,-22.031631,321.50024,chain_2
17.769426,6.7711897,-3.5647838,-5.193124,80.906555,chain_2
18.261442,9.702968,11.543287,-21.641869,129.83183,chain_2
18.261442,9.702968,11.543287,-21.641869,129.83183,chain_2
18.016924,-1.3968989,25.357729,-25.64444,88.16562,chain_2
18.664745,-6.9434643,5.541196,2.5486546,165.29666,chain_2
18.08833,-6.361555,1.0903542,8.810052,177.8346,chain_2
15.23866,6.983915,-13.479969,6.0022798,139.7232,chain_2
16.524632,10.088697,2.7511601,-15.710735,158.80833,chain_2
16.695744,-6.163528,17.491169,-10.427714,85.62256,chain_2
17.145155,14.988924,-11.8585205,-1.7719319,119.019554,chain_2
18.337297,28.462019,-18.128511,-7.9961853,118.61735,chain_2
17.355942,31.754757,-15.133251,-16.164677,130.38866,chain_2
20.21567,18.036705,-7.731983,-11.27258,130.16557,chain_2
18.321152,-5.553802,16.01692,-11.353319,82.25812,chain_2
17.862635,1.5033501,8.57021,-8.868202,79.90789,chain_2
17.658274,23.965511,0.8889843,-23.37469,141.09747,chain_2
20.46936,38.480362,-37.241383,4.3042326,174.59523,chain_2
14.779019,-11.592071,26.316076,-11.359582,154.29245,chain_2
19.260023,12.8375025,-3.8628275,-5.681568,87.40216,chain_2
18.450342,15.090048,-2.4082022,-9.125634,90.00627,chain_2
17.051704,9.225811,2.8859317,-7.587285,128.66309,chain_2
15.416646,5.132934,0.3846798,-2.9171507,115.309204,chain_2
15.403439,7.7545815,-17.572966,4.3804197,124.52052,chain_2
16.837843,28.75651,0.81519127,-34.297955,244.06885,chain_2
16.773018,30.162899,-1.790033,-32.589314,222.13939,chain_2
17.469305,18.208849,-9.807213,-6.864154,157.76411,chain_2
17.611101,23.828156,8.12482,-29.696957,148.15959,chain_2
19.829441,-18.176855,29.235727,-13.321845,83.161224,chain_2
21.16782,2.0519474,25.78247,-27.147182,99.82773,chain_2
14.112472,5.6620827,11.81688,-17.803139,151.6619,chain_2
20.786703,8.306074,-4.6435585,0.21099186,92.728905,chain_2
17.037043,21.88555,-12.812132,-5.964991,171.3946,chain_2
17.696411,12.514034,3.1247497,-17.979122,146.38602,chain_2
18.229315,2.6127768,0.6364684,-5.5945044,75.85167,chain_2
17.780933,-3.3804283,-3.8617692,6.7225575,78.37059,chain_2
15.237511,18.995613,15.744698,-34.6706,197.0462,chain_2
19.238483,-2.1466856,-22.463926,22.301647,110.04114,chain_2
18.868341,-1.3464516,-15.0324135,20.266108,120.72908,chain_2
16.021095,-3.7190952,-25.382607,27.67674,120.734726,chain_2
17.235664,26.894726,-20.657671,-7.9502687,231.29063,chain_2
16.312557,30.348429,-34.855114,5.4760427,214.78397,chain_2
15.746216,68.25317,-78.66201,10.587867,155.70937,chain_2
19.766005,-13.934017,39.31836,-24.25498,107.103966,chain_2
16.823406,-15.207012,27.236092,-15.883942,266.7702,chain_2
20.183186,45.1746,-34.466175,-14.502557,210.9512,chain_2
23.50583,2.1907043,-1.7158759,-4.682431,177.88217,chain_2
14.908214,11.48547,-16.797884,9.631552,165.49478,chain_2
14.767113,11.259884,-18.284506,9.672164,160.09456,chain_2
21.410276,17.634405,-6.1703033,-9.299479,95.23626,chain_2
18.243046,15.228859,-8.397076,-3.9843044,96.67099,chain_2
18.204805,15.11486,-8.781213,-4.2815676,96.34458,chain_2
17.39285,12.721755,-15.568142,3.9283814,80.76686,chain_2
14.114324,24.131948,25.10617,-46.11198,167.45947,chain_2
18.316082,15.794163,-21.376616,6.274599,95.157455,chain_2
17.769678,15.302134,-24.926777,8.495706,132.55418,chain_2
