alpha,beta,chain
-0.18962108,-0.039103936,chain_1
-0.20518152,-0.03505011,chain_1
-0.18869933,-0.034510307,chain_1
-0.19372018,-0.036143422,chain_1
-0.17943884,-0.036954485,chain_1
-0.1941204,-0.032886054,chain_1
-0.1941204,-0.032886054,chain_1
-0.19574624,-0.032479282,chain_1
-0.17541562,-0.04046557,chain_1
-0.19209829,-0.04726632,chain_1
-0.19291975,-0.029631788,chain_1
-0.19291975,-0.029631788,chain_1
-0.20197247,-0.040503673,chain_1
-0.20810331,-0.04331466,chain_1
-0.18655583,-0.023687903,chain_1
-0.18546858,-0.052102868,chain_1
-0.1747754,-0.031723037,chain_1
-0.19041955,-0.028531313,chain_1
-0.21515726,-0.037059482,chain_1
-0.19312413,-0.027840886,chain_1
-0.18290593,-0.031144453,chain_1
-0.18290593,-0.031144453,chain_1
-0.17838965,-0.031596046,chain_1
-0.20398104,-0.037677146,chain_1
-0.19809288,-0.036873303,chain_1
-0.19450255,-0.04066693,chain_1
-0.18638948,-0.045626648,chain_1
-0.17427972,-0.036967292,chain_1
-0.19828749,-0.034885947,chain_1
-0.19565925,-0.040911835,chain_1
-0.18297468,-0.032874465,chain_1
-0.18297468,-0.032874465,chain_1
-0.18878798,-0.039144028,chain_1
-0.19928429,-0.032769304,chain_1
-0.17947239,-0.04298267,chain_1
-0.22965926,-0.023887604,chain_1
-0.22373542,-0.028671697,chain_1
-0.22373542,-0.028671697,chain_1
-0.19295037,-0.03661401,chain_1
-0.18684617,-0.040211752,chain_1
-0.18960807,-0.032167967,chain_1
-0.19160311,-0.031179717,chain_1
-0.18958311,-0.037939742,chain_1
-0.19011658,-0.032900758,chain_1
-0.18398693,-0.03011467,chain_1
-0.16959667,-0.052627288,chain_1
-0.1939973,-0.032496065,chain_1
-0.1939973,-0.032496065,chain_1
-0.18235396,-0.037719328,chain_1
-0.1965775,-0.040771157,chain_1
-0.19072807,-0.042533945,chain_1
-0.17604558,-0.033508282,chain_1
-0.19825467,-0.042038456,chain_1
-0.19245107,-0.02803313,chain_1
-0.1929945,-0.045245793,chain_1
-0.17283136,-0.048595607,chain_1
-0.17091373,-0.0380778,chain_1
-0.19195974,-0.033103842,chain_1
-0.18916188,-0.02876784,chain_1
-0.18916188,-0.02876784,chain_1
-0.19884036,-0.03503503,chain_1
-0.18782322,-0.039721355,chain_1
-0.1994442,-0.032020923,chain_1
-0.1994442,-0.032020923,chain_1
-0.18782897,-0.037035264,chain_1
-0.21029297,-0.034368705,chain_1
-0.22428076,-0.027610814,chain_1
-0.21835634,-0.031438936,chain_1
-0.20998035,-0.03180125,chain_1
-0.16888927,-0.043618117,chain_1
-0.16184461,-0.04138783,chain_1
-0.22645834,-0.03281319,chain_1
-0.21473087,-0.03404584,chain_1
-0.18961278,-0.036382224,chain_1
-0.20209026,-0.033333883,chain_1
-0.19574983,-0.02742768,chain_1
-0.19707255,-0.026602555,chain_1
-0.18392915,-0.039798416,chain_1
-0.19401193,-0.031850073,chain_1
-0.17418927,-0.04320125,chain_1
-0.18433,-0.047957037,chain_1
-0.18618988,-0.042587217,chain_1
-0.17718026,-0.047670476,chain_1
-0.19167311,-0.02604371,chain_1
-0.19617797,-0.023409372,chain_1
-0.17973734,-0.03855393,chain_1
-0.18592758,-0.036407392,chain_1
-0.21193723,-0.03084111,chain_1
-0.20662324,-0.037391633,chain_1
-0.18148136,-0.04712794,chain_1
-0.18326505,-0.034683716,chain_1
-0.20330581,-0.036073633,chain_1
-0.19981876,-0.02988866,chain_1
-0.19530031,-0.036772314,chain_1
-0.20722468,-0.035756137,chain_1
-0.18083838,-0.041864403,chain_1
-0.19657153,-0.027208682,chain_1
-0.19010358,-0.03795967,chain_1
-0.19473061,-0.035895318,chain_1
-0.18112837,-0.046565976,chain_1
-0.20835368,-0.03445167,chain_1
-0.1856191,-0.036840387,chain_1
-0.19535865,-0.04098072,chain_1
-0.19459938,-0.03776317,chain_1
-0.19459938,-0.03776317,chain_1
-0.18482299,-0.032952223,chain_1
-0.2048756,-0.032431383,chain_1
-0.18715839,-0.045971382,chain_1
-0.19690771,-0.02506167,chain_1
-0.1856326,-0.04115288,chain_1
-0.17545664,-0.025961984,chain_1
-0.20067102,-0.05543915,chain_1
-0.19577755,-0.05252533,chain_1
-0.19078836,-0.029825335,chain_1
-0.19449326,-0.04720176,chain_1
-0.19982955,-0.03678026,chain_1
-0.20028645,-0.04236569,chain_1
-0.1930843,-0.028205503,chain_1
-0.19265732,-0.032600738,chain_1
-0.21290635,-0.03381299,chain_1
-0.18376105,-0.023275428,chain_1
-0.20937264,-0.038221624,chain_1
-0.18441425,-0.030908395,chain_1
-0.21068162,-0.030964006,chain_1
-0.20058367,-0.036593378,chain_1
-0.18429784,-0.030013863,chain_1
-0.21401659,-0.036282595,chain_1
-0.21401659,-0.036282595,chain_1
-0.20281135,-0.028513936,chain_1
-0.18772964,-0.037420277,chain_1
-0.2017225,-0.032920916,chain_1
-0.17994256,-0.032972176,chain_1
-0.2067239,-0.034095082,chain_1
-0.20914748,-0.033117685,chain_1
-0.20914748,-0.033117685,chain_1
-0.18482538,-0.038313907,chain_1
-0.20508468,-0.033050492,chain_1
-0.17878446,-0.041683294,chain_1
-0.19117016,-0.0334719,chain_1
-0.18656576,-0.034619678,chain_1
-0.18341269,-0.039104387,chain_1
-0.18174976,-0.042936567,chain_1
-0.17783172,-0.041422796,chain_1
-0.19527915,-0.02937024,chain_1
-0.1873919,-0.045488615,chain_1
-0.19930325,-0.02740384,chain_1
-0.21259648,-0.032705832,chain_1
-0.16441594,-0.03923866,chain_1
-0.20125484,-0.033618458,chain_1
-0.19900106,-0.04249022,chain_1
-0.18270022,-0.037450306,chain_1
-0.20889892,-0.029881626,chain_1
-0.20889892,-0.029881626,chain_1
-0.19378754,-0.03583027,chain_1
-0.18052526,-0.03847862,chain_1
-0.17302361,-0.03693058,chain_1
-0.16970676,-0.031203983,chain_1
-0.16970676,-0.031203983,chain_1
-0.18605146,-0.031266887,chain_1
-0.20421022,-0.029287852,chain_1
-0.17355333,-0.042311013,chain_1
-0.1991852,-0.029408548,chain_1
-0.1991852,-0.029408548,chain_1
-0.1991852,-0.029408548,chain_1
-0.19051263,-0.04370271,chain_1
-0.20769127,-0.035258316,chain_1
-0.20769127,-0.035258316,chain_1
-0.2000702,-0.029867318,chain_1
-0.21069719,-0.032738365,chain_1
-0.21069719,-0.032738365,chain_1
-0.19304642,-0.040391654,chain_1
-0.18727191,-0.026351523,chain_1
-0.18727191,-0.026351523,chain_1
-0.19552904,-0.043038413,chain_1
-0.20607759,-0.035439648,chain_1
-0.18268014,-0.038363468,chain_1
-0.20390296,-0.035651814,chain_1
-0.2223301,-0.036085855,chain_1
-0.19139275,-0.035722934,chain_1
-0.20018882,-0.03642981,chain_1
-0.1883838,-0.03140402,chain_1
-0.1883838,-0.03140402,chain_1
-0.19566685,-0.044066157,chain_1
-0.18181586,-0.042712975,chain_1
-0.20557606,-0.03242511,chain_1
-0.2038509,-0.037636388,chain_1
-0.18368228,-0.034370285,chain_1
-0.19096708,-0.033330876,chain_1
-0.19136474,-0.034062903,chain_1
-0.19652458,-0.036475662,chain_1
-0.19199678,-0.038344834,chain_1
-0.19338657,-0.03789313,chain_1
-0.18230627,-0.03939196,chain_1
-0.20155206,-0.033260528,chain_1
-0.19360049,-0.035480693,chain_1
-0.19073784,-0.036328517,chain_1
-0.17670035,-0.042599797,chain_1
-0.16411842,-0.042287603,chain_1
-0.20572887,-0.03458409,chain_1
-0.21407163,-0.03677428,chain_1
-0.21104144,-0.03636634,chain_1
-0.19131634,-0.029503506,chain_1
-0.1679577,-0.02840328,chain_1
-0.19019966,-0.024572983,chain_1
-0.19347236,-0.032086853,chain_1
-0.1896105,-0.036650404,chain_1
-0.19612762,-0.03763115,chain_1
-0.19138202,-0.034902528,chain_1
-0.19938156,-0.030549826,chain_1
-0.19938156,-0.030549826,chain_1
-0.17714491,-0.039990187,chain_1
-0.17618957,-0.03973655,chain_1
-0.19962281,-0.031595156,chain_1
-0.1972089,-0.041684423,chain_1
-0.21131235,-0.038213536,chain_1
-0.19208044,-0.02803206,chain_1
-0.17708671,-0.034230366,chain_1
-0.20851886,-0.033481903,chain_1
-0.20420794,-0.043949265,chain_1
-0.19877128,-0.041747887,chain_1
-0.1874435,-0.045174748,chain_1
-0.18275882,-0.040563192,chain_1
-0.19682637,-0.038439732,chain_1
-0.19772452,-0.02925349,chain_1
-0.20760182,-0.036120985,chain_1
-0.16323252,-0.043449618,chain_1
-0.16362563,-0.041275468,chain_1
-0.20182334,-0.039689586,chain_1
-0.18124299,-0.036492035,chain_1
-0.18124299,-0.036492035,chain_1
-0.20559224,-0.037878852,chain_1
-0.19883664,-0.028970804,chain_1
-0.18398556,-0.040228453,chain_1
-0.17574342,-0.03607378,chain_1
-0.21783642,-0.050633647,chain_1
-0.20545943,-0.042953603,chain_1
-0.1804541,-0.035916995,chain_1
-0.21189626,-0.031455766,chain_1
-0.20849249,-0.03625368,chain_1
-0.2133193,-0.038333587,chain_1
-0.18272953,-0.03870863,chain_1
-0.20053802,-0.037258882,chain_1
-0.19892795,-0.035458107,chain_1
-0.19451067,-0.032508537,chain_1
-0.19451067,-0.032508537,chain_1
-0.19874333,-0.037610497,chain_1
-0.19874333,-0.037610497,chain_1
-0.18674165,-0.038911536,chain_1
-0.18731143,-0.02827156,chain_1
-0.18731143,-0.02827156,chain_1
-0.19889075,-0.036160775,chain_1
-0.1813964,-0.03307814,chain_1
-0.19937047,-0.035861064,chain_1
-0.19349442,-0.048950993,chain_1
-0.19128495,-0.047616098,chain_1
-0.18933335,-0.045425367,chain_1
-0.18745431,-0.0428756,chain_1
-0.19999282,-0.03877966,chain_1
-0.19065481,-0.030995885,chain_1
-0.19065481,-0.030995885,chain_1
-0.18823996,-0.043142866,chain_1
-0.1819717,-0.030745395,chain_1
-0.17320076,-0.027695976,chain_1
-0.20252661,-0.04229576,chain_1
-0.17604707,-0.030794075,chain_1
-0.20764516,-0.043797847,chain_1
-0.21079578,-0.033135153,chain_1
-0.18816836,-0.036973525,chain_1
-0.20590885,-0.030920517,chain_1
-0.18586709,-0.036604144,chain_1
-0.1873639,-0.037251264,chain_1
-0.1937383,-0.041987635,chain_1
-0.19899544,-0.025253592,chain_1
-0.19544537,-0.04289795,chain_1
-0.21077774,-0.045463316,chain_1
-0.20201564,-0.04191276,chain_1
-0.19197376,-0.026452253,chain_1
-0.18886986,-0.03084032,chain_1
-0.20286235,-0.031069346,chain_1
-0.18679465,-0.04325048,chain_1
-0.20170708,-0.025539296,chain_1
-0.18706727,-0.038342744,chain_1
-0.21666083,-0.03236352,chain_1
-0.21018496,-0.04024122,chain_1
-0.20034647,-0.042639464,chain_1
-0.2110735,-0.02277033,chain_1
-0.17915076,-0.041480567,chain_1
-0.20231922,-0.028554425,chain_1
-0.17921658,-0.04360638,chain_1
-0.20041429,-0.034069844,chain_1
-0.1987855,-0.028415151,chain_1
-0.1987855,-0.028415151,chain_1
-0.19050223,-0.03930992,chain_1
-0.20069742,-0.041735888,chain_1
-0.20936018,-0.028796386,chain_1
-0.21657696,-0.034369685,chain_1
-0.18479946,-0.035864867,chain_1
-0.19591571,-0.033701513,chain_1
-0.19591571,-0.033701513,chain_1
-0.19438383,-0.03749849,chain_1
-0.20653376,-0.02870374,chain_1
-0.20917779,-0.021422278,chain_1
-0.1718698,-0.054521825,chain_1
-0.18008946,-0.05149077,chain_1
-0.19541112,-0.020944893,chain_1
-0.17935312,-0.049718905,chain_1
-0.18737757,-0.02765688,chain_1
-0.18745646,-0.04594981,chain_1
-0.18387656,-0.05101522,chain_1
-0.2091062,-0.03340576,chain_1
-0.20205784,-0.031151637,chain_1
-0.18496238,-0.049415667,chain_1
-0.18623105,-0.030229732,chain_1
-0.19077505,-0.034365434,chain_1
-0.18271244,-0.034438353,chain_1
-0.19981547,-0.032836966,chain_1
-0.19741824,-0.0388488,chain_1
-0.18822254,-0.040020563,chain_1
-0.2101884,-0.026325753,chain_1
-0.18224166,-0.041136123,chain_1
-0.18486772,-0.033281457,chain_1
-0.18486772,-0.033281457,chain_1
-0.19696881,-0.03595744,chain_1
-0.17822558,-0.038379066,chain_1
-0.19195142,-0.043232765,chain_1
-0.1989284,-0.03670296,chain_1
-0.18368028,-0.035262473,chain_1
-0.18368028,-0.035262473,chain_1
-0.20625621,-0.02385433,chain_1
-0.2141169,-0.030204391,chain_1
-0.1971049,-0.038892083,chain_1
-0.18821743,-0.051493317,chain_1
-0.20816377,-0.023771537,chain_1
-0.1793696,-0.040080294,chain_1
-0.20776545,-0.035936996,chain_1
-0.21066801,-0.037645783,chain_1
-0.19788472,-0.028284553,chain_1
-0.18753117,-0.03980282,chain_1
-0.20788968,-0.03907906,chain_1
-0.2136023,-0.03815989,chain_1
-0.17607646,-0.04014205,chain_1
-0.17904894,-0.030519677,chain_1
-0.20143439,-0.04094156,chain_1
-0.1789478,-0.030315356,chain_1
-0.19940756,-0.047771666,chain_1
-0.17820233,-0.0279136,chain_1
-0.20600443,-0.04176926,chain_1
-0.20970514,-0.041539747,chain_1
-0.19493471,-0.04139564,chain_1
-0.18665533,-0.044447858,chain_1
-0.18665533,-0.044447858,chain_1
-0.20523946,-0.037506167,chain_1
-0.19101045,-0.037015885,chain_1
-0.1813664,-0.03464264,chain_1
-0.1813664,-0.03464264,chain_1
-0.17966917,-0.035789188,chain_1
-0.17966917,-0.035789188,chain_1
-0.17966917,-0.035789188,chain_1
-0.19674179,-0.028549775,chain_1
-0.19565937,-0.031045191,chain_1
-0.20800745,-0.022840735,chain_1
-0.20800745,-0.022840735,chain_1
-0.20814297,-0.029708792,chain_1
-0.18949151,-0.04238012,chain_1
-0.17917354,-0.026636865,chain_1
-0.20324653,-0.03508939,chain_1
-0.20606118,-0.03395626,chain_1
-0.20605502,-0.026360905,chain_1
-0.1786796,-0.042477667,chain_1
-0.1902372,-0.032884303,chain_1
-0.2028802,-0.034127455,chain_1
-0.18571492,-0.033579722,chain_1
-0.20607375,-0.03364522,chain_1
-0.1921152,-0.038556926,chain_1
-0.20985574,-0.034038648,chain_1
-0.19235246,-0.038224243,chain_1
-0.19700521,-0.04243912,chain_1
-0.20591289,-0.03945094,chain_1
-0.19697604,-0.039481882,chain_1
-0.19837056,-0.038539764,chain_1
-0.19224714,-0.035633452,chain_1
-0.16863365,-0.034580424,chain_1
-0.19521548,-0.028422445,chain_1
-0.1975063,-0.028128212,chain_1
-0.1975063,-0.028128212,chain_1
-0.18402518,-0.037848905,chain_1
-0.17614804,-0.04480766,chain_1
-0.18279517,-0.04647496,chain_1
-0.20747425,-0.028767895,chain_1
-0.20747425,-0.028767895,chain_1
-0.20747425,-0.028767895,chain_1
-0.17858759,-0.027955648,chain_1
-0.19510518,-0.042469557,chain_1
-0.18590045,-0.034868766,chain_1
-0.16816503,-0.047649223,chain_1
-0.18562806,-0.037744652,chain_1
-0.18562806,-0.037744652,chain_1
-0.18562806,-0.037744652,chain_1
-0.19637647,-0.030073052,chain_1
-0.18126544,-0.03980392,chain_1
-0.2068706,-0.036888383,chain_1
-0.18177442,-0.034924954,chain_1
-0.1869481,-0.041330975,chain_1
-0.18659852,-0.034794614,chain_1
-0.19884235,-0.042081673,chain_1
-0.20473024,-0.026093937,chain_1
-0.21477222,-0.04062017,chain_1
-0.20772228,-0.024910217,chain_1
-0.20714216,-0.028805185,chain_1
-0.20714216,-0.028805185,chain_1
-0.19906837,-0.038185768,chain_1
-0.20148815,-0.031290665,chain_1
-0.20426555,-0.03909223,chain_1
-0.21094255,-0.032432042,chain_1
-0.18774551,-0.03372998,chain_1
-0.19374892,-0.03769054,chain_1
-0.19374892,-0.03769054,chain_1
-0.19473976,-0.032240637,chain_1
-0.19388154,-0.050471656,chain_1
-0.1905317,-0.03992897,chain_1
-0.20002984,-0.02937923,chain_1
-0.19807273,-0.038755283,chain_1
-0.2003722,-0.035593368,chain_1
-0.17987952,-0.031018656,chain_1
-0.18088782,-0.037983656,chain_1
-0.2051795,-0.0339247,chain_1
-0.16467468,-0.038573816,chain_1
-0.19653995,-0.03577858,chain_1
-0.18323894,-0.03210726,chain_1
-0.2000975,-0.036998067,chain_1
-0.2000975,-0.036998067,chain_1
-0.18838166,-0.04465705,chain_1
-0.20090215,-0.0343607,chain_1
-0.19186446,-0.03663569,chain_1
-0.1920963,-0.043649703,chain_1
-0.20080544,-0.04873269,chain_1
-0.19496073,-0.043129962,chain_1
-0.1949035,-0.035478033,chain_1
-0.20878269,-0.030023642,chain_1
-0.20878269,-0.030023642,chain_1
-0.16849525,-0.048288893,chain_1
-0.18852021,-0.035538796,chain_1
-0.19475536,-0.04041402,chain_1
-0.18817897,-0.041259315,chain_1
-0.1877634,-0.051937357,chain_1
-0.20061158,-0.024665417,chain_1
-0.20394455,-0.026389278,chain_1
-0.18990755,-0.029140225,chain_1
-0.18090138,-0.032835245,chain_1
-0.21621299,-0.036857694,chain_1
-0.20342478,-0.041213624,chain_1
-0.17625415,-0.03677156,chain_1
-0.18654996,-0.05576402,chain_1
-0.17881389,-0.033793498,chain_1
-0.20329249,-0.03513999,chain_1
-0.1960795,-0.025075888,chain_1
-0.19388929,-0.02586704,chain_1
-0.20304257,-0.04057444,chain_1
-0.18582948,-0.0383768,chain_1
-0.18068922,-0.03770946,chain_1
-0.19874391,-0.032271113,chain_1
-0.18953678,-0.0380167,chain_1
-0.19553503,-0.030887961,chain_1
-0.2075138,-0.037777502,chain_1
-0.18618928,-0.03731107,chain_1
-0.19802216,-0.038670663,chain_1
-0.20837559,-0.031871885,chain_1
-0.20837559,-0.031871885,chain_1
-0.19503906,-0.041249998,chain_1
-0.19731322,-0.028538002,chain_1
-0.20607261,-0.037920546,chain_1
-0.18071017,-0.030199716,chain_1
-0.20087978,-0.027365776,chain_1
-0.194211,-0.022598565,chain_1
-0.19722383,-0.025653414,chain_1
-0.18866931,-0.03489501,chain_1
-0.19210783,-0.038015302,chain_1
-0.20494694,-0.036509983,chain_1
-0.19172773,-0.032288406,chain_1
-0.17981255,-0.032679584,chain_1
-0.19508995,-0.032561023,chain_1
-0.20040756,-0.032824703,chain_1
-0.19325355,-0.034172706,chain_1
-0.1845217,-0.035609122,chain_1
-0.20465076,-0.03200226,chain_1
-0.20258765,-0.03273084,chain_1
-0.19329461,-0.035163637,chain_1
-0.20513757,-0.029328283,chain_1
-0.18534483,-0.036064178,chain_1
-0.19708894,-0.030605255,chain_1
-0.18274334,-0.03920278,chain_1
-0.20288508,-0.036280476,chain_1
-0.1945477,-0.030153036,chain_1
-0.18347256,-0.034980923,chain_1
-0.18810162,-0.04099973,chain_1
-0.20055574,-0.029382637,chain_1
-0.21227923,-0.04517715,chain_1
-0.20549233,-0.042347487,chain_1
-0.1876096,-0.024684988,chain_1
-0.19265361,-0.03234811,chain_1
-0.19265361,-0.03234811,chain_1
-0.19600163,-0.031431027,chain_1
-0.19604787,-0.030736025,chain_1
-0.18947154,-0.036362577,chain_1
-0.19291957,-0.032839198,chain_1
-0.20572065,-0.048563715,chain_1
-0.18882279,-0.030805822,chain_1
-0.1979362,-0.03843077,chain_1
-0.19747591,-0.030865084,chain_1
-0.20246334,-0.03878769,chain_1
-0.17352952,-0.035132296,chain_1
-0.17352952,-0.035132296,chain_1
-0.17833307,-0.03894829,chain_1
-0.17709757,-0.043783665,chain_1
-0.20708928,-0.033206057,chain_1
-0.18854804,-0.038731426,chain_1
-0.19472538,-0.047412068,chain_1
-0.19472538,-0.047412068,chain_1
-0.19238284,-0.031087046,chain_1
-0.1756258,-0.05511606,chain_1
-0.1760631,-0.051042564,chain_1
-0.18401778,-0.048235863,chain_1
-0.19893387,-0.032868396,chain_1
-0.1857877,-0.03680525,chain_1
-0.19157973,-0.027841564,chain_1
-0.1854427,-0.03441027,chain_1
-0.18552001,-0.045208305,chain_1
-0.18779702,-0.050876006,chain_1
-0.17505357,-0.03695049,chain_1
-0.19023287,-0.041623108,chain_1
-0.1930503,-0.033217944,chain_1
-0.1868875,-0.033402644,chain_1
-0.20015079,-0.043757796,chain_1
-0.1727633,-0.029364258,chain_1
-0.2051715,-0.03553425,chain_1
-0.2051715,-0.03553425,chain_1
-0.20430312,-0.03602181,chain_1
-0.17854615,-0.04112728,chain_1
-0.18787655,-0.041344397,chain_1
-0.18794465,-0.0451161,chain_1
-0.19765502,-0.04231214,chain_1
-0.19398494,-0.029877309,chain_1
-0.20979205,-0.03586347,chain_1
-0.18806033,-0.03579733,chain_1
-0.20701732,-0.033521734,chain_1
-0.20733301,-0.027624622,chain_1
-0.17523049,-0.048169386,chain_1
-0.2109866,-0.029689575,chain_1
-0.21935423,-0.03087358,chain_1
-0.21303932,-0.030807171,chain_1
-0.1930545,-0.035797596,chain_1
-0.20634608,-0.027430635,chain_1
-0.17481966,-0.042220317,chain_1
-0.18301862,-0.028458126,chain_1
-0.18889754,-0.028844822,chain_1
-0.19730717,-0.04407717,chain_1
-0.19135939,-0.05032196,chain_1
-0.19166142,-0.047164075,chain_1
-0.18940757,-0.043020118,chain_1
-0.19217566,-0.03622467,chain_1
-0.18701747,-0.03349467,chain_1
-0.2032344,-0.033484455,chain_1
-0.19380279,-0.039752886,chain_1
-0.17805572,-0.036620438,chain_1
-0.19728774,-0.029940158,chain_1
-0.1900941,-0.042651676,chain_1
-0.18598981,-0.028408024,chain_1
-0.19705206,-0.04612893,chain_1
-0.18151255,-0.046190646,chain_1
-0.18371563,-0.04950073,chain_1
-0.19929987,-0.04404217,chain_1
-0.18399869,-0.036814194,chain_1
-0.19263549,-0.039247993,chain_1
-0.19292763,-0.037278656,chain_1
-0.19722426,-0.033802535,chain_1
-0.18421704,-0.032780472,chain_1
-0.1863689,-0.04171046,chain_1
-0.2033879,-0.03671407,chain_1
-0.17196524,-0.034025624,chain_1
-0.16907692,-0.035811458,chain_1
-0.20349851,-0.03675662,chain_1
-0.1897152,-0.024938405,chain_1
-0.19499801,-0.026304008,chain_1
-0.20750913,-0.04102075,chain_1
-0.18231396,-0.039905928,chain_1
-0.17680857,-0.040688112,chain_1
-0.20795551,-0.033562817,chain_1
-0.17686841,-0.037345782,chain_1
-0.18130265,-0.037252333,chain_1
-0.17517374,-0.03469788,chain_1
-0.22393301,-0.03642378,chain_1
-0.1800218,-0.034782466,chain_1
-0.1841757,-0.03871186,chain_1
-0.18115091,-0.0397011,chain_1
-0.20539513,-0.029167466,chain_1
-0.20434943,-0.024110371,chain_1
-0.18604149,-0.041370712,chain_1
-0.20014003,-0.02950574,chain_1
-0.18644498,-0.034117363,chain_1
-0.20167668,-0.03878578,chain_1
-0.21326783,-0.027115738,chain_1
-0.1839822,-0.039576486,chain_1
-0.20775254,-0.030997697,chain_1
-0.21414511,-0.03744592,chain_1
-0.18390141,-0.028851466,chain_1
-0.17385517,-0.044400513,chain_1
-0.18142661,-0.039285563,chain_1
-0.2099171,-0.038691606,chain_1
-0.22142355,-0.030450238,chain_1
-0.19762425,-0.042136442,chain_1
-0.19901298,-0.024432514,chain_1
-0.18491654,-0.025007306,chain_1
-0.1678476,-0.036892608,chain_1
-0.1655915,-0.032075517,chain_1
-0.22296101,-0.03690674,chain_1
-0.17481005,-0.029863592,chain_1
-0.18651885,-0.025167601,chain_1
-0.1792336,-0.04276973,chain_1
-0.20699525,-0.022542346,chain_1
-0.16755351,-0.048363805,chain_1
-0.17510435,-0.03834522,chain_1
-0.20883974,-0.028592171,chain_1
-0.17294078,-0.04048763,chain_1
-0.20941196,-0.02881333,chain_1
-0.20941196,-0.02881333,chain_1
-0.20047472,-0.039020557,chain_1
-0.20167904,-0.0360054,chain_1
-0.18785311,-0.045171674,chain_1
-0.18898056,-0.035699867,chain_2
-0.19668622,-0.037233904,chain_2
-0.21569654,-0.034914747,chain_2
-0.18283415,-0.03630621,chain_2
-0.18047024,-0.033498455,chain_2
-0.20902583,-0.033662476,chain_2
-0.18172106,-0.031283353,chain_2
-0.17341883,-0.03128432,chain_2
-0.20779392,-0.031114416,chain_2
-0.18967457,-0.032356203,chain_2
-0.20281072,-0.03227803,chain_2
-0.20219895,-0.032285433,chain_2
-0.19040619,-0.032391053,chain_2
-0.20607603,-0.026473535,chain_2
-0.18350747,-0.026328458,chain_2
-0.21476537,-0.024638424,chain_2
-0.20816168,-0.03696408,chain_2
-0.21469808,-0.037043665,chain_2
-0.22062294,-0.03704275,chain_2
-0.21899024,-0.038323414,chain_2
-0.18005875,-0.038698558,chain_2
-0.19296736,-0.03860261,chain_2
-0.1936522,-0.03458274,chain_2
-0.17836122,-0.03168614,chain_2
-0.18288991,-0.03165037,chain_2
-0.18576545,-0.031683248,chain_2
-0.19327542,-0.03120265,chain_2
-0.20488544,-0.033493303,chain_2
-0.18357678,-0.0337811,chain_2
-0.19976802,-0.033878144,chain_2
-0.200646,-0.033286005,chain_2
-0.21541198,-0.03306913,chain_2
-0.17703067,-0.033671346,chain_2
-0.17851873,-0.03269008,chain_2
-0.21489848,-0.03255776,chain_2
-0.19700365,-0.032778814,chain_2
-0.18225126,-0.03891437,chain_2
-0.17667677,-0.038880464,chain_2
-0.20025074,-0.038821522,chain_2
-0.18991992,-0.03868427,chain_2
-0.20074871,-0.03503171,chain_2
-0.2000974,-0.03871358,chain_2
-0.20256688,-0.036590807,chain_2
-0.20224316,-0.04126466,chain_2
-0.19079186,-0.037420668,chain_2
-0.19619012,-0.03753046,chain_2
-0.18634617,-0.03638096,chain_2
-0.19754577,-0.038826883,chain_2
-0.18622367,-0.039265987,chain_2
-0.18507718,-0.031653512,chain_2
-0.19324698,-0.03179234,chain_2
-0.1997792,-0.03177669,chain_2
-0.18980463,-0.04162748,chain_2
-0.18753813,-0.047364164,chain_2
-0.19717851,-0.047325395,chain_2
-0.17974193,-0.047390506,chain_2
-0.18761814,-0.047412645,chain_2
-0.18701051,-0.045390002,chain_2
-0.18215877,-0.04541472,chain_2
-0.18393348,-0.044465087,chain_2
-0.2056375,-0.04421452,chain_2
-0.17364654,-0.04391548,chain_2
-0.20340204,-0.044292495,chain_2
-0.18113403,-0.044303417,chain_2
-0.18107475,-0.040581387,chain_2
-0.18498553,-0.04062009,chain_2
-0.1859812,-0.039943725,chain_2
-0.20267312,-0.03985222,chain_2
-0.179683,-0.034584332,chain_2
-0.18815282,-0.032887913,chain_2
-0.1961524,-0.032909594,chain_2
-0.19381899,-0.034024745,chain_2
-0.2068773,-0.03423161,chain_2
-0.17603286,-0.033893745,chain_2
-0.18733802,-0.03398848,chain_2
-0.19068621,-0.034287155,chain_2
-0.21386062,-0.03443054,chain_2
-0.17690952,-0.034669656,chain_2
-0.18210566,-0.034626022,chain_2
-0.20534028,-0.03305148,chain_2
-0.2084226,-0.024046939,chain_2
-0.20740247,-0.025123382,chain_2
-0.19580892,-0.025333801,chain_2
-0.19040285,-0.045656092,chain_2
-0.18941407,-0.045959562,chain_2
-0.20442978,-0.04587723,chain_2
-0.19889718,-0.045889057,chain_2
-0.20519169,-0.0460045,chain_2
-0.18019043,-0.046120577,chain_2
-0.19267029,-0.04639894,chain_2
-0.19520791,-0.030157,chain_2
-0.19168499,-0.039530974,chain_2
-0.19010238,-0.035436887,chain_2
-0.18830676,-0.041795067,chain_2
-0.19045328,-0.041673526,chain_2
-0.19673005,-0.041302558,chain_2
-0.17858076,-0.040578734,chain_2
-0.18018499,-0.04054843,chain_2
-0.19340022,-0.030403562,chain_2
-0.20163116,-0.029613344,chain_2
-0.21977456,-0.029291041,chain_2
-0.20399453,-0.029284319,chain_2
-0.20142177,-0.03411127,chain_2
-0.18921082,-0.036869735,chain_2
-0.1793245,-0.0369453,chain_2
-0.19176576,-0.033307906,chain_2
-0.19668229,-0.033109166,chain_2
-0.18948075,-0.030374888,chain_2
